16,16,19,17,16,16,16,16,16,16,19,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,16,18,16
16,16,19,17,17,17,19,19,17,17,17,17,17,17,19,16,16,16,16,19,16,16,16,16,16,18,18,16,18,16
-1,-1,-1,-1,17,17,17,17,17,17,19,17,17,17,17,17,18,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,18,18
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,18,19,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,18
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,17,17,16,16,1,17,16,16,16,16,16,16,16,16,16,17,16,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,16,16,17,16,17,1,17,17,16,16,17,17,16,16,16,16,17,17,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,16,17,16,17,16,16,16,17,16,16,16,16,16,16,16,16,16,21,20,4,4,4,4,4,4,4,4,4,4
16,16,1,16,17,16,16,16,16,16,16,16,17,1,17,16,16,16,1,5,20,20,20,21,20,20,20,21,20,20
16,1,1,16,16,16,17,16,16,16,16,16,1,17,16,16,16,16,16,5,20,21,20,20,5,5,20,20,20,5
16,16,16,16,16,16,1,17,17,16,16,16,16,17,16,16,17,1,16,20,20,20,21,20,20,20,20,20,20,5
17,17,16,16,16,16,16,17,1,16,16,16,17,16,16,16,1,16,21,20,20,5,20,20,20,5,20,21,20,20
17,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,21,20,20,21,20,20,20,5,20,20
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,16,5,20,20,20,20,20,20,20,20,20,20
